word,polarity
anomalies,-0.2
anomalous,-0.2
anomalously,-0.2
anomaly,-0.2
anticompetitive,-0.2
antitrust,-0.2
argue,-0.2
argued,-0.2
arguing,-0.2
argument,-0.2
argumentative,-0.2
arguments,-0.2
arrearage,-0.2
arrearages,-0.2
arrears,-0.2
arrest,-0.2
arrested,-0.2
arrests,-0.2
artificially,-0.2
assault,-0.2
assaulted,-0.2
assaulting,-0.2
assaults,-0.2
assertions,-0.2
attrition,-0.2
aversely,-0.2
backdating,-0.2
bad,-0.2
bail,-0.2
bailout,-0.2
balk,-0.2
balked,-0.2
bankrupt,-0.2
bankruptcies,-0.2
bankruptcy,-0.2
bankrupted,-0.2
bankrupting,-0.2
bankrupts,-0.2
bans,-0.2
barred,-0.2
barrier,-0.2
barriers,-0.2
bottleneck,-0.2
bottlenecks,-0.2
boycott,-0.2
boycotted,-0.2
boycotting,-0.2
boycotts,-0.2
breach,-0.2
breached,-0.2
breaches,-0.2
breaching,-0.2
break,-0.2
breakage,-0.2
breakages,-0.2
breakdown,-0.2
breakdowns,-0.2
breaking,-0.2
breaks,-0.2
bribe,-0.2
bribed,-0.2
briberies,-0.2
bribery,-0.2
bribes,-0.2
bribing,-0.2
bridge,-0.2
broken,-0.2
burden,-0.2
burdened,-0.2
burdening,-0.2
burdens,-0.2
burdensome,-0.2
burned,-0.2
calamities,-0.2
calamitous,-0.2
calamity,-0.2
cancel,-0.2
canceled,-0.2
canceling,-0.2
cancellation,-0.2
cancellations,-0.2
cancelled,-0.2
cancelling,-0.2
cancels,-0.2
careless,-0.2
carelessly,-0.2
carelessness,-0.2
catastrophe,-0.2
catastrophes,-0.2
catastrophic,-0.2
catastrophically,-0.2
caution,-0.2
cautionary,-0.2
cautioned,-0.2
cautioning,-0.2
cautions,-0.2
cease,-0.2
ceased,-0.2
ceases,-0.2
ceasing,-0.2
censure,-0.2
censured,-0.2
censures,-0.2
censuring,-0.2
challenge,-0.2
challenged,-0.2
challenges,-0.2
challenging,-0.2
chargeoffs,-0.2
circumvent,-0.2
circumvented,-0.2
circumventing,-0.2
circumvention,-0.2
circumventions,-0.2
circumvents,-0.2
claiming,-0.2
claims,-0.2
clawback,-0.2
closed,-0.2
closeout,-0.2
closeouts,-0.2
closing,-0.2
closings,-0.2
closure,-0.2
closures,-0.2
coerce,-0.2
coerced,-0.2
coerces,-0.2
coercing,-0.2
coercion,-0.2
coercive,-0.2
collapse,-0.2
collapsed,-0.2
collapses,-0.2
collapsing,-0.2
collision,-0.2
collisions,-0.2
collude,-0.2
colluded,-0.2
colludes,-0.2
colluding,-0.2
collusion,-0.2
collusions,-0.2
collusive,-0.2
complain,-0.2
complained,-0.2
complaining,-0.2
complains,-0.2
complaint,-0.2
complaints,-0.2
complicate,-0.2
complicated,-0.2
complicates,-0.2
complicating,-0.2
complication,-0.2
complications,-0.2
compulsion,-0.2
concealed,-0.2
concealing,-0.2
concede,-0.2
conceded,-0.2
concedes,-0.2
conceding,-0.2
concern,-0.2
concerned,-0.2
concerns,-0.2
conciliating,-0.2
conciliation,-0.2
conciliations,-0.2
condemn,-0.2
condemnation,-0.2
condemnations,-0.2
condemned,-0.2
condemning,-0.2
condemns,-0.2
condone,-0.2
condoned,-0.2
confess,-0.2
confessed,-0.2
confesses,-0.2
confessing,-0.2
confession,-0.2
confine,-0.2
confined,-0.2
confinement,-0.2
confinements,-0.2
confines,-0.2
confining,-0.2
confiscate,-0.2
confiscated,-0.2
confiscates,-0.2
confiscating,-0.2
confiscation,-0.2
confiscations,-0.2
conflict,-0.2
conflicted,-0.2
conflicting,-0.2
conflicts,-0.2
confront,-0.2
confrontation,-0.2
confrontational,-0.2
confrontations,-0.2
confronted,-0.2
confronting,-0.2
confronts,-0.2
confuse,-0.2
confused,-0.2
confuses,-0.2
confusing,-0.2
confusingly,-0.2
confusion,-0.2
conspiracies,-0.2
conspiracy,-0.2
conspirator,-0.2
conspiratorial,-0.2
conspirators,-0.2
conspire,-0.2
conspired,-0.2
conspires,-0.2
conspiring,-0.2
contempt,-0.2
contend,-0.2
contended,-0.2
contending,-0.2
contends,-0.2
contention,-0.2
contentions,-0.2
contentious,-0.2
contentiously,-0.2
contested,-0.2
contesting,-0.2
contraction,-0.2
contractions,-0.2
contradict,-0.2
contradicted,-0.2
contradicting,-0.2
contradiction,-0.2
contradictions,-0.2
contradictory,-0.2
contradicts,-0.2
contrary,-0.2
controversial,-0.2
controversies,-0.2
controversy,-0.2
convict,-0.2
convicted,-0.2
convicting,-0.2
conviction,-0.2
convictions,-0.2
corrected,-0.2
correcting,-0.2
correction,-0.2
corrections,-0.2
corrects,-0.2
corrupt,-0.2
corrupted,-0.2
corrupting,-0.2
corruption,-0.2
corruptions,-0.2
corruptly,-0.2
corruptness,-0.2
costly,-0.2
counterclaim,-0.2
counterclaimed,-0.2
counterclaiming,-0.2
counterclaims,-0.2
counterfeit,-0.2
counterfeited,-0.2
counterfeiter,-0.2
counterfeiters,-0.2
counterfeiting,-0.2
counterfeits,-0.2
countermeasure,-0.2
countermeasures,-0.2
crime,-0.2
crimes,-0.2
criminal,-0.2
criminally,-0.2
criminals,-0.2
crises,-0.2
crisis,-0.2
critical,-0.2
critically,-0.2
criticism,-0.2
criticisms,-0.2
criticize,-0.2
criticized,-0.2
criticizes,-0.2
criticizing,-0.2
crucial,-0.2
crucially,-0.2
culpability,-0.2
culpable,-0.2
culpably,-0.2
cumbersome,-0.2
curtail,-0.2
curtailed,-0.2
curtailing,-0.2
curtailment,-0.2
curtailments,-0.2
curtails,-0.2
cut,-0.2
cutback,-0.2
cutbacks,-0.2
cyberattack,-0.2
cyberattacks,-0.2
cyberbullying,-0.2
cybercrime,-0.2
cybercrimes,-0.2
cybercriminal,-0.2
cybercriminals,-0.2
damage,-0.2
damaged,-0.2
damages,-0.2
damaging,-0.2
dampen,-0.2
dampened,-0.2
danger,-0.2
dangerous,-0.2
dangerously,-0.2
dangers,-0.2
deadlock,-0.2
deadlocked,-0.2
deadlocking,-0.2
deadlocks,-0.2
deadweight,-0.2
deadweights,-0.2
debarment,-0.2
debarments,-0.2
debarred,-0.2
deceased,-0.2
deceit,-0.2
deceitful,-0.2
deceitfulness,-0.2
deceive,-0.2
deceived,-0.2
deceives,-0.2
deceiving,-0.2
deception,-0.2
deceptions,-0.2
deceptive,-0.2
deceptively,-0.2
decline,-0.2
declined,-0.2
declines,-0.2
declining,-0.2
deface,-0.2
defaced,-0.2
defacement,-0.2
defamation,-0.2
defamations,-0.2
defamatory,-0.2
defame,-0.2
defamed,-0.2
defames,-0.2
defaming,-0.2
default,-0.2
defaulted,-0.2
defaulting,-0.2
defaults,-0.2
defeat,-0.2
defeated,-0.2
defeating,-0.2
defeats,-0.2
defect,-0.2
defective,-0.2
defects,-0.2
defend,-0.2
defendant,-0.2
defendants,-0.2
defended,-0.2
defending,-0.2
defends,-0.2
defensive,-0.2
defer,-0.2
deficiencies,-0.2
deficiency,-0.2
deficient,-0.2
deficit,-0.2
deficits,-0.2
defraud,-0.2
defrauded,-0.2
defrauding,-0.2
defrauds,-0.2
defunct,-0.2
degradation,-0.2
degradations,-0.2
degrade,-0.2
degraded,-0.2
degrades,-0.2
degrading,-0.2
delay,-0.2
delayed,-0.2
delaying,-0.2
delays,-0.2
deleterious,-0.2
deliberate,-0.2
deliberated,-0.2
deliberately,-0.2
delinquencies,-0.2
delinquency,-0.2
delinquent,-0.2
delinquently,-0.2
delinquents,-0.2
delist,-0.2
delisted,-0.2
delisting,-0.2
delists,-0.2
demise,-0.2
demised,-0.2
demises,-0.2
demising,-0.2
demolish,-0.2
demolished,-0.2
demolishes,-0.2
demolishing,-0.2
demolition,-0.2
demolitions,-0.2
demote,-0.2
demoted,-0.2
demotes,-0.2
demoting,-0.2
demotion,-0.2
demotions,-0.2
denial,-0.2
denials,-0.2
denied,-0.2
denies,-0.2
denigrate,-0.2
denigrated,-0.2
denigrates,-0.2
denigrating,-0.2
denigration,-0.2
deny,-0.2
denying,-0.2
deplete,-0.2
depleted,-0.2
depletes,-0.2
depleting,-0.2
depletion,-0.2
depletions,-0.2
deprecation,-0.2
depress,-0.2
depressed,-0.2
depresses,-0.2
depressing,-0.2
deprivation,-0.2
deprive,-0.2
deprived,-0.2
deprives,-0.2
depriving,-0.2
derelict,-0.2
dereliction,-0.2
derogatory,-0.2
destabilization,-0.2
destabilize,-0.2
destabilized,-0.2
destabilizing,-0.2
destroy,-0.2
destroyed,-0.2
destroying,-0.2
destroys,-0.2
destruction,-0.2
destructive,-0.2
detain,-0.2
detained,-0.2
detention,-0.2
detentions,-0.2
deter,-0.2
deteriorate,-0.2
deteriorated,-0.2
deteriorates,-0.2
deteriorating,-0.2
deterioration,-0.2
deteriorations,-0.2
deterred,-0.2
deterrence,-0.2
deterrences,-0.2
deterrent,-0.2
deterrents,-0.2
deterring,-0.2
deters,-0.2
detract,-0.2
detracted,-0.2
detracting,-0.2
detriment,-0.2
detrimental,-0.2
detrimentally,-0.2
detriments,-0.2
devalue,-0.2
devalued,-0.2
devalues,-0.2
devaluing,-0.2
devastate,-0.2
devastated,-0.2
devastating,-0.2
devastation,-0.2
deviate,-0.2
deviated,-0.2
deviates,-0.2
deviating,-0.2
deviation,-0.2
deviations,-0.2
devolve,-0.2
devolved,-0.2
devolves,-0.2
devolving,-0.2
difficult,-0.2
difficulties,-0.2
difficultly,-0.2
difficulty,-0.2
diminish,-0.2
diminished,-0.2
diminishes,-0.2
diminishing,-0.2
diminution,-0.2
disadvantage,-0.2
disadvantaged,-0.2
disadvantageous,-0.2
disadvantages,-0.2
disaffiliation,-0.2
disagree,-0.2
disagreeable,-0.2
disagreed,-0.2
disagreeing,-0.2
disagreement,-0.2
disagreements,-0.2
disagrees,-0.2
disallow,-0.2
disallowance,-0.2
disallowances,-0.2
disallowed,-0.2
disallowing,-0.2
disallows,-0.2
disappear,-0.2
disappearance,-0.2
disappearances,-0.2
disappeared,-0.2
disappearing,-0.2
disappears,-0.2
disappoint,-0.2
disappointed,-0.2
disappointing,-0.2
disappointingly,-0.2
disappointment,-0.2
disappointments,-0.2
disappoints,-0.2
disapproval,-0.2
disapprovals,-0.2
disapprove,-0.2
disapproved,-0.2
disapproves,-0.2
disapproving,-0.2
disassociates,-0.2
disassociating,-0.2
disassociation,-0.2
disassociations,-0.2
disaster,-0.2
disasters,-0.2
disastrous,-0.2
disastrously,-0.2
disavow,-0.2
disavowal,-0.2
disavowed,-0.2
disavowing,-0.2
disavows,-0.2
disciplinary,-0.2
disclaim,-0.2
disclaimed,-0.2
disclaimer,-0.2
disclaimers,-0.2
disclaiming,-0.2
disclaims,-0.2
disclose,-0.2
disclosed,-0.2
discloses,-0.2
disclosing,-0.2
discontinuance,-0.2
discontinuances,-0.2
discontinuation,-0.2
discontinuations,-0.2
discontinue,-0.2
discontinued,-0.2
discontinues,-0.2
discontinuing,-0.2
discourage,-0.2
discouraged,-0.2
discourages,-0.2
discouraging,-0.2
discredit,-0.2
discredited,-0.2
discrediting,-0.2
discredits,-0.2
discrepancies,-0.2
discrepancy,-0.2
disfavor,-0.2
disfavored,-0.2
disfavoring,-0.2
disfavors,-0.2
disgorge,-0.2
disgorged,-0.2
disgorgement,-0.2
disgorgements,-0.2
disgorges,-0.2
disgorging,-0.2
disgrace,-0.2
disgraceful,-0.2
disgracefully,-0.2
dishonest,-0.2
dishonestly,-0.2
dishonesty,-0.2
dishonor,-0.2
dishonorable,-0.2
dishonorably,-0.2
dishonored,-0.2
dishonoring,-0.2
dishonors,-0.2
disincentives,-0.2
disinterested,-0.2
disinterestedly,-0.2
disinterestedness,-0.2
disloyal,-0.2
disloyally,-0.2
disloyalty,-0.2
dismal,-0.2
dismally,-0.2
dismiss,-0.2
dismissal,-0.2
dismissals,-0.2
dismissed,-0.2
dismisses,-0.2
dismissing,-0.2
disorderly,-0.2
disparage,-0.2
disparaged,-0.2
disparagement,-0.2
disparagements,-0.2
disparages,-0.2
disparaging,-0.2
disparagingly,-0.2
disparities,-0.2
disparity,-0.2
displace,-0.2
displaced,-0.2
displacement,-0.2
displacements,-0.2
displaces,-0.2
displacing,-0.2
dispose,-0.2
dispossess,-0.2
dispossessed,-0.2
dispossesses,-0.2
dispossessing,-0.2
disproportion,-0.2
disproportional,-0.2
disproportionate,-0.2
disproportionately,-0.2
dispute,-0.2
disputed,-0.2
disputes,-0.2
disputing,-0.2
disqualification,-0.2
disqualifications,-0.2
disqualified,-0.2
disqualifies,-0.2
disqualify,-0.2
disqualifying,-0.2
disregard,-0.2
disregarded,-0.2
disregarding,-0.2
disregards,-0.2
disreputable,-0.2
disrepute,-0.2
disrupt,-0.2
disrupted,-0.2
disrupting,-0.2
disruption,-0.2
disruptions,-0.2
disruptive,-0.2
disrupts,-0.2
dissatisfaction,-0.2
dissatisfied,-0.2
dissent,-0.2
dissented,-0.2
dissenter,-0.2
dissenters,-0.2
dissenting,-0.2
dissents,-0.2
dissident,-0.2
dissidents,-0.2
dissolution,-0.2
dissolutions,-0.2
distort,-0.2
distorted,-0.2
distorting,-0.2
distortion,-0.2
distortions,-0.2
distorts,-0.2
distract,-0.2
distracted,-0.2
distracting,-0.2
distraction,-0.2
distractions,-0.2
distracts,-0.2
distress,-0.2
distressed,-0.2
disturb,-0.2
disturbance,-0.2
disturbances,-0.2
disturbed,-0.2
disturbing,-0.2
disturbs,-0.2
diversion,-0.2
divert,-0.2
diverted,-0.2
diverting,-0.2
diverts,-0.2
divest,-0.2
divested,-0.2
divesting,-0.2
divestiture,-0.2
divestitures,-0.2
divestment,-0.2
divestments,-0.2
divests,-0.2
divorce,-0.2
divorced,-0.2
divulge,-0.2
divulged,-0.2
divulges,-0.2
divulging,-0.2
doubt,-0.2
doubted,-0.2
doubtful,-0.2
doubts,-0.2
downgrade,-0.2
downgraded,-0.2
downgrades,-0.2
downgrading,-0.2
downsize,-0.2
downsized,-0.2
downsizes,-0.2
downsizing,-0.2
downsizings,-0.2
downtime,-0.2
downtimes,-0.2
downturn,-0.2
downturns,-0.2
downward,-0.2
downwards,-0.2
drag,-0.2
drastic,-0.2
drastically,-0.2
drawback,-0.2
drawbacks,-0.2
dropped,-0.2
drought,-0.2
droughts,-0.2
duress,-0.2
dysfunction,-0.2
dysfunctional,-0.2
dysfunctions,-0.2
easing,-0.2
egregious,-0.2
egregiously,-0.2
embargo,-0.2
embargoed,-0.2
embargoes,-0.2
embargoing,-0.2
embarrass,-0.2
embarrassed,-0.2
embarrasses,-0.2
embarrassing,-0.2
embarrassment,-0.2
embarrassments,-0.2
embezzle,-0.2
embezzled,-0.2
embezzlement,-0.2
embezzlements,-0.2
embezzler,-0.2
embezzles,-0.2
embezzling,-0.2
encroach,-0.2
encroached,-0.2
encroaches,-0.2
encroaching,-0.2
encroachment,-0.2
encroachments,-0.2
encumber,-0.2
encumbered,-0.2
encumbering,-0.2
encumbers,-0.2
encumbrance,-0.2
encumbrances,-0.2
endanger,-0.2
endangered,-0.2
endangering,-0.2
endangerment,-0.2
endangers,-0.2
enjoin,-0.2
enjoined,-0.2
enjoining,-0.2
enjoins,-0.2
erode,-0.2
eroded,-0.2
erodes,-0.2
eroding,-0.2
erosion,-0.2
erratic,-0.2
erratically,-0.2
erred,-0.2
erring,-0.2
erroneous,-0.2
erroneously,-0.2
error,-0.2
errors,-0.2
errs,-0.2
escalate,-0.2
escalated,-0.2
escalates,-0.2
escalating,-0.2
evade,-0.2
evaded,-0.2
evades,-0.2
evading,-0.2
evasion,-0.2
evasions,-0.2
evasive,-0.2
evict,-0.2
evicted,-0.2
evicting,-0.2
eviction,-0.2
evictions,-0.2
evicts,-0.2
exacerbate,-0.2
exacerbated,-0.2
exacerbates,-0.2
exacerbating,-0.2
exacerbation,-0.2
exacerbations,-0.2
exaggerate,-0.2
exaggerated,-0.2
exaggerates,-0.2
exaggerating,-0.2
exaggeration,-0.2
excessive,-0.2
excessively,-0.2
exculpate,-0.2
exculpated,-0.2
exculpates,-0.2
exculpating,-0.2
exculpation,-0.2
exculpations,-0.2
exculpatory,-0.2
exonerate,-0.2
exonerated,-0.2
exonerates,-0.2
exonerating,-0.2
exoneration,-0.2
exonerations,-0.2
exploit,-0.2
exploitation,-0.2
exploitations,-0.2
exploitative,-0.2
exploited,-0.2
exploiting,-0.2
exploits,-0.2
expose,-0.2
exposed,-0.2
exposes,-0.2
exposing,-0.2
expropriate,-0.2
expropriated,-0.2
expropriates,-0.2
expropriating,-0.2
expropriation,-0.2
expropriations,-0.2
expulsion,-0.2
expulsions,-0.2
extenuating,-0.2
fail,-0.2
failed,-0.2
failing,-0.2
failings,-0.2
fails,-0.2
failure,-0.2
failures,-0.2
fallout,-0.2
,-0.2
falsely,-0.2
falsification,-0.2
falsifications,-0.2
falsified,-0.2
falsifies,-0.2
falsify,-0.2
falsifying,-0.2
falsity,-0.2
fatalities,-0.2
fatality,-0.2
fatally,-0.2
fault,-0.2
faulted,-0.2
faults,-0.2
faulty,-0.2
fear,-0.2
fears,-0.2
felonies,-0.2
felonious,-0.2
felony,-0.2
fictitious,-0.2
fined,-0.2
fines,-0.2
fired,-0.2
firing,-0.2
flaw,-0.2
flawed,-0.2
flaws,-0.2
forbid,-0.2
forbidden,-0.2
forbidding,-0.2
forbids,-0.2
force,-0.2
forced,-0.2
forcing,-0.2
foreclose,-0.2
foreclosed,-0.2
forecloses,-0.2
foreclosing,-0.2
foreclosure,-0.2
foreclosures,-0.2
forego,-0.2
foregoes,-0.2
foregone,-0.2
forestall,-0.2
forestalled,-0.2
forestalling,-0.2
forestalls,-0.2
forfeit,-0.2
forfeited,-0.2
forfeiting,-0.2
forfeits,-0.2
forfeiture,-0.2
forfeitures,-0.2
forgers,-0.2
forgery,-0.2
fraud,-0.2
frauds,-0.2
fraudulence,-0.2
fraudulent,-0.2
fraudulently,-0.2
frivolous,-0.2
frivolously,-0.2
frustrate,-0.2
frustrated,-0.2
frustrates,-0.2
frustrating,-0.2
frustratingly,-0.2
frustration,-0.2
frustrations,-0.2
fugitive,-0.2
fugitives,-0.2
gratuitous,-0.2
gratuitously,-0.2
grievance,-0.2
grievances,-0.2
grossly,-0.2
groundless,-0.2
guilty,-0.2
halt,-0.2
halted,-0.2
hamper,-0.2
hampered,-0.2
hampering,-0.2
hampers,-0.2
harass,-0.2
harassed,-0.2
harassing,-0.2
harassment,-0.2
hardship,-0.2
hardships,-0.2
harm,-0.2
harmed,-0.2
harmful,-0.2
harmfully,-0.2
harming,-0.2
harms,-0.2
harsh,-0.2
harsher,-0.2
harshest,-0.2
harshly,-0.2
harshness,-0.2
hazard,-0.2
hazardous,-0.2
hazards,-0.2
hinder,-0.2
hindered,-0.2
hindering,-0.2
hinders,-0.2
hindrance,-0.2
hindrances,-0.2
hostile,-0.2
hostility,-0.2
hurt,-0.2
hurting,-0.2
idle,-0.2
idled,-0.2
idling,-0.2
ignore,-0.2
ignored,-0.2
ignores,-0.2
ignoring,-0.2
ill,-0.2
illegal,-0.2
illegalities,-0.2
illegality,-0.2
illegally,-0.2
illegible,-0.2
illicit,-0.2
illicitly,-0.2
illiquid,-0.2
illiquidity,-0.2
imbalance,-0.2
imbalances,-0.2
immature,-0.2
immoral,-0.2
impair,-0.2
impaired,-0.2
impairing,-0.2
impairment,-0.2
impairments,-0.2
impairs,-0.2
impasse,-0.2
impasses,-0.2
impede,-0.2
impeded,-0.2
impedes,-0.2
impediment,-0.2
impediments,-0.2
impeding,-0.2
impending,-0.2
imperative,-0.2
imperfection,-0.2
imperfections,-0.2
imperil,-0.2
impermissible,-0.2
implicate,-0.2
implicated,-0.2
implicates,-0.2
implicating,-0.2
impossibility,-0.2
impossible,-0.2
impound,-0.2
impounded,-0.2
impounding,-0.2
impounds,-0.2
impracticable,-0.2
impractical,-0.2
impracticalities,-0.2
impracticality,-0.2
